date,home,visitor,FT,hgoal,vgoal,comp_season,cup,shootout_winner
2019-01-10,Athletic Bilbao,Sevilla,1-3,1,3,2018-19,Copa del Rey,
2019-01-10,Levante,Barcelona,2-1,2,1,2018-19,Copa del Rey,
2019-01-10,Real Betis,Real Sociedad,0-0,0,0,2018-19,Copa del Rey,
2019-01-15,Valencia,Sporting Gijón,3-0,3,0,2018-19,Copa del Rey,
2019-01-15,Valladolid,Getafe,1-1,1,1,2018-19,Copa del Rey,
2019-01-16,Atlético Madrid,Girona,3-3,3,3,2018-19,Copa del Rey,
2019-01-16,Leganés,Real Madrid,1-0,1,0,2018-19,Copa del Rey,
2019-01-16,Sevilla,Athletic Bilbao,0-1,0,1,2018-19,Copa del Rey,
2019-01-17,Barcelona,Levante,3-0,3,0,2018-19,Copa del Rey,
2019-01-17,Espanyol,Villarreal,3-1,3,1,2018-19,Copa del Rey,
2019-01-17,Real Sociedad,Real Betis,2-2,2,2,2018-19,Copa del Rey,
2019-01-22,Getafe,Valencia,1-0,1,0,2018-19,Copa del Rey,
2019-01-23,Sevilla,Barcelona,2-0,2,0,2018-19,Copa del Rey,
2019-01-24,Espanyol,Real Betis,1-1,1,1,2018-19,Copa del Rey,
2019-01-24,Real Madrid,Girona,4-2,4,2,2018-19,Copa del Rey,
2019-01-29,Valencia,Getafe,3-1,3,1,2018-19,Copa del Rey,
2019-01-30,Barcelona,Sevilla,6-1,6,1,2018-19,Copa del Rey,
2019-01-30,Real Betis,Espanyol,3-1,3,1,2018-19,Copa del Rey,
2019-01-31,Girona,Real Madrid,1-3,1,3,2018-19,Copa del Rey,
2019-02-06,Barcelona,Real Madrid,1-1,1,1,2018-19,Copa del Rey,
2019-02-07,Real Betis,Valencia,2-2,2,2,2018-19,Copa del Rey,
2019-02-27,Real Madrid,Barcelona,0-3,0,3,2018-19,Copa del Rey,
2019-02-28,Valencia,Real Betis,1-0,1,0,2018-19,Copa del Rey,
2019-05-25,Barcelona,Valencia,1-2,1,2,2018-19,Copa del Rey,
2019-11-13,Andorra,Andratx,3-0,3,0,2019-20,Copa del Rey,
2019-11-13,Atlético Antoniano,Atlético Porcuna,2-0,2,0,2019-20,Copa del Rey,
2019-11-13,Becerril,Urraca,1-0,1,0,2019-20,Copa del Rey,
2019-11-13,Comillas,Barquereño,1-1,1,1,2019-20,Copa del Rey,Comillas
2019-11-13,El Álamo,Pedroñeras,2-1,2,1,2019-20,Copa del Rey,
2019-11-13,Fraga,Peña Azagresa,0-1,0,1,2019-20,Copa del Rey,
2019-11-13,Intercity,Gran Tarajal,3-0,3,0,2019-20,Copa del Rey,
2019-11-13,Melilla CD,Lobón,1-0,1,0,2019-20,Copa del Rey,
2019-11-13,Ramón y Cajal,El Palmar,1-2,1,2,2019-20,Copa del Rey,
2019-11-13,Tolosa,Pontellas,1-0,1,0,2019-20,Copa del Rey,
2019-12-11,UD Logroñés,Marino Luanco,2-1,2,1,2019-20,Copa del Rey,
2019-12-17,Andorra,Leganés,1-1,1,1,2019-20,Copa del Rey,Leganés
2019-12-17,Cacereño,Alcorcón,1-0,1,0,2019-20,Copa del Rey,
2019-12-17,Cartagena,Leioa,4-1,4,1,2019-20,Copa del Rey,
2019-12-17,Castellón,Las Palmas,0-2,0,2,2019-20,Copa del Rey,
2019-12-17,Ceuta,Numancia,1-1,1,1,2019-20,Copa del Rey,Ceuta
2019-12-17,Coruxo,Mirandés,4-5,4,5,2019-20,Copa del Rey,
2019-12-17,Escobedo,Málaga,2-0,2,0,2019-20,Copa del Rey,
2019-12-17,Gimnástica Segoviana,Elche,0-2,0,2,2019-20,Copa del Rey,
2019-12-17,Hércules,Recreativo,0-1,0,1,2019-20,Copa del Rey,
2019-12-17,Illueca,Deportivo La Coruña,0-2,0,2,2019-20,Copa del Rey,
2019-12-17,Intercity,Athletic Bilbao,0-3,0,3,2019-20,Copa del Rey,
2019-12-17,Jaén,Alavés,3-1,3,1,2019-20,Copa del Rey,
2019-12-17,L'Hospitalet,Granada,2-3,2,3,2019-20,Copa del Rey,
2019-12-17,Langreo,Ebro,2-3,2,3,2019-20,Copa del Rey,
2019-12-17,Lealtad,Cádiz,0-1,0,1,2019-20,Copa del Rey,
2019-12-17,Marbella,Guijuelo,2-1,2,1,2019-20,Copa del Rey,
2019-12-17,Mensajero,Tenerife,0-3,0,3,2019-20,Copa del Rey,
2019-12-17,Murcia,Racing Santander,1-0,1,0,2019-20,Copa del Rey,
2019-12-17,Peña Sport,Fuenlabrada,0-1,0,1,2019-20,Copa del Rey,
2019-12-17,Portugalete,Extremadura,1-0,1,0,2019-20,Copa del Rey,
2019-12-17,SD Logroñés,Eibar,0-5,0,5,2019-20,Copa del Rey,
2019-12-17,Socuéllamos,Zaragoza,0-1,0,1,2019-20,Copa del Rey,
2019-12-17,Tarazona,Rayo Vallecano,0-1,0,1,2019-20,Copa del Rey,
2019-12-17,Unionistas,Atlético Baleares,1-0,1,0,2019-20,Copa del Rey,
2019-12-17,Zamora,Sporting Gijón,2-1,2,1,2019-20,Copa del Rey,
2019-12-18,Badalona,Oviedo,3-1,3,1,2019-20,Copa del Rey,
2019-12-18,Barakaldo,Villarrubia,0-0,0,0,2019-20,Copa del Rey,Barakaldo
2019-12-18,Bergantiños,Sevilla,0-1,0,1,2019-20,Copa del Rey,
2019-12-18,Comillas,Villarreal,0-5,0,5,2019-20,Copa del Rey,
2019-12-18,El Palmar,Getafe,1-2,1,2,2019-20,Copa del Rey,
2019-12-18,El Álamo,Mallorca,0-1,0,1,2019-20,Copa del Rey,
2019-12-18,Melilla,UCAM Murcia,1-2,1,2,2019-20,Copa del Rey,
2019-12-18,San Sebastián de los Reyes,Córdoba,2-0,2,0,2019-20,Copa del Rey,
2019-12-18,Sestao River,Lugo,1-1,1,1,2019-20,Copa del Rey,Sestao River
2019-12-18,Tolosa,Valladolid,0-3,0,3,2019-20,Copa del Rey,
2019-12-18,Tudelano,Albacete,0-1,0,1,2019-20,Copa del Rey,
2019-12-19,Amorebieta,Badajoz,0-1,0,1,2019-20,Copa del Rey,
2019-12-19,Atlético Antoniano,Real Betis,0-4,0,4,2019-20,Copa del Rey,
2019-12-19,Becerril,Real Sociedad,0-8,0,8,2019-20,Copa del Rey,
2019-12-19,Cornellà,Orihuela,0-0,0,0,2019-20,Copa del Rey,Orihuela
2019-12-19,Cultural Leonesa,Las Rozas,3-0,3,0,2019-20,Copa del Rey,
2019-12-19,Gimnàstic,Olot,3-1,3,1,2019-20,Copa del Rey,
2019-12-19,Laredo,Huesca,0-1,0,1,2019-20,Copa del Rey,
2019-12-19,Linares,Girona,1-2,1,2,2019-20,Copa del Rey,
2019-12-19,Llagostera,Haro,0-1,0,1,2019-20,Copa del Rey,
2019-12-19,Lleida Esportiu,Espanyol,0-2,0,2,2019-20,Copa del Rey,
2019-12-19,Lorca Deportiva,Osasuna,0-3,0,3,2019-20,Copa del Rey,
2019-12-19,Melilla CD,Levante,0-5,0,5,2019-20,Copa del Rey,
2019-12-19,Peña Azagresa,Celta Vigo,0-2,0,2,2019-20,Copa del Rey,
2019-12-19,Peña Deportiva,Ponferradina,0-1,0,1,2019-20,Copa del Rey,
2019-12-19,Rayo Majadahonda,Racing Ferrol,1-0,1,0,2019-20,Copa del Rey,
2019-12-19,Tamaraceite,Almería,3-2,3,2,2019-20,Copa del Rey,
2020-01-08,Mérida,La Nucía,2-2,2,2,2019-20,Copa del Rey,Mérida
2020-01-08,Pontevedra,Ibiza,0-2,0,2,2019-20,Copa del Rey,
2020-01-11,Badajoz,Las Palmas,2-1,2,1,2019-20,Copa del Rey,
2020-01-11,Badalona,Getafe,2-0,2,0,2019-20,Copa del Rey,
2020-01-11,Cartagena,Girona,2-4,2,4,2019-20,Copa del Rey,
2020-01-11,Cultural Leonesa,Huesca,2-1,2,1,2019-20,Copa del Rey,
2020-01-11,Ebro,Ponferradina,1-0,1,0,2019-20,Copa del Rey,
2020-01-11,Gimnàstic,Zaragoza,1-3,1,3,2019-20,Copa del Rey,
2020-01-11,Haro,Osasuna,1-2,1,2,2019-20,Copa del Rey,
2020-01-11,Ibiza,Albacete,1-1,1,1,2019-20,Copa del Rey,Ibiza
2020-01-11,Marbella,Valladolid,1-1,1,1,2019-20,Copa del Rey,Valladolid
2020-01-11,Murcia,Leganés,0-4,0,4,2019-20,Copa del Rey,
2020-01-11,Orihuela,Villarreal,1-2,1,2,2019-20,Copa del Rey,
2020-01-11,Portugalete,Real Betis,0-3,0,3,2019-20,Copa del Rey,
2020-01-11,Rayo Majadahonda,Tenerife,1-1,1,1,2019-20,Copa del Rey,Tenerife
2020-01-11,Recreativo,Fuenlabrada,0-0,0,0,2019-20,Copa del Rey,Recreativo
2020-01-11,Sestao River,Athletic Bilbao,0-4,0,4,2019-20,Copa del Rey,
2020-01-11,Tamaraceite,Granada,0-1,0,1,2019-20,Copa del Rey,
2020-01-11,UCAM Murcia,Mirandés,2-3,2,3,2019-20,Copa del Rey,
2020-01-11,UD Logroñés,Cádiz,1-1,1,1,2019-20,Copa del Rey,UD Logroñés
2020-01-11,Yeclano,Elche,1-2,1,2,2019-20,Copa del Rey,
2020-01-11,Zamora,Mallorca,0-1,0,1,2019-20,Copa del Rey,
2020-01-12,Barakaldo,Rayo Vallecano,0-2,0,2,2019-20,Copa del Rey,
2020-01-12,Cacereño,Eibar,1-2,1,2,2019-20,Copa del Rey,
2020-01-12,Ceuta,Real Sociedad,0-4,0,4,2019-20,Copa del Rey,
2020-01-12,Escobedo,Sevilla,0-5,0,5,2019-20,Copa del Rey,
2020-01-12,Jaén,Levante,1-1,1,1,2019-20,Copa del Rey,Levante
2020-01-12,Mérida,Celta Vigo,1-4,1,4,2019-20,Copa del Rey,
2020-01-12,San Sebastián de los Reyes,Espanyol,0-2,0,2,2019-20,Copa del Rey,
2020-01-12,Unionistas,Deportivo La Coruña,1-1,1,1,2019-20,Copa del Rey,Unionistas
2020-01-21,Recreativo,Osasuna,2-3,2,3,2019-20,Copa del Rey,
2020-01-21,Sevilla,Levante,3-1,3,1,2019-20,Copa del Rey,
2020-01-21,Zaragoza,Mallorca,3-1,3,1,2019-20,Copa del Rey,
2020-01-22,Badalona,Granada,1-3,1,3,2019-20,Copa del Rey,
2020-01-22,Elche,Athletic Bilbao,1-1,1,1,2019-20,Copa del Rey,Athletic Bilbao
2020-01-22,Girona,Villarreal,0-3,0,3,2019-20,Copa del Rey,
2020-01-22,Ibiza,Barcelona,1-2,1,2,2019-20,Copa del Rey,
2020-01-22,Real Sociedad,Espanyol,2-0,2,0,2019-20,Copa del Rey,
2020-01-22,Tenerife,Valladolid,2-1,2,1,2019-20,Copa del Rey,
2020-01-22,UD Logroñés,Valencia,0-1,0,1,2019-20,Copa del Rey,
2020-01-22,Unionistas,Real Madrid,1-3,1,3,2019-20,Copa del Rey,
2020-01-23,Badajoz,Eibar,3-1,3,1,2019-20,Copa del Rey,
2020-01-23,Cultural Leonesa,Atlético Madrid,2-1,2,1,2019-20,Copa del Rey,
2020-01-23,Ebro,Leganés,0-1,0,1,2019-20,Copa del Rey,
2020-01-23,Mirandés,Celta Vigo,2-1,2,1,2019-20,Copa del Rey,
2020-01-23,Rayo Vallecano,Real Betis,2-2,2,2,2019-20,Copa del Rey,Rayo Vallecano
2020-01-28,Tenerife,Athletic Bilbao,3-3,3,3,2019-20,Copa del Rey,Athletic Bilbao
2020-01-29,Badajoz,Granada,2-3,2,3,2019-20,Copa del Rey,
2020-01-29,Cultural Leonesa,Valencia,0-0,0,0,2019-20,Copa del Rey,Valencia
2020-01-29,Rayo Vallecano,Villarreal,0-2,0,2,2019-20,Copa del Rey,
2020-01-29,Real Sociedad,Osasuna,3-1,3,1,2019-20,Copa del Rey,
2020-01-29,Zaragoza,Real Madrid,0-4,0,4,2019-20,Copa del Rey,
2020-01-30,Barcelona,Leganés,5-0,5,0,2019-20,Copa del Rey,
2020-01-30,Mirandés,Sevilla,3-1,3,1,2019-20,Copa del Rey,
2020-02-04,Granada,Valencia,2-1,2,1,2019-20,Copa del Rey,
2020-02-05,Mirandés,Villarreal,4-2,4,2,2019-20,Copa del Rey,
2020-02-06,Athletic Bilbao,Barcelona,1-0,1,0,2019-20,Copa del Rey,
2020-02-06,Real Madrid,Real Sociedad,3-4,3,4,2019-20,Copa del Rey,
2020-02-12,Athletic Bilbao,Granada,1-0,1,0,2019-20,Copa del Rey,
2020-02-13,Real Sociedad,Mirandés,2-1,2,1,2019-20,Copa del Rey,
2020-03-04,Mirandés,Real Sociedad,0-1,0,1,2019-20,Copa del Rey,
2020-03-05,Granada,Athletic Bilbao,2-1,2,1,2019-20,Copa del Rey,
2021-04-03,Athletic Bilbao,Real Sociedad,0-1,0,1,2019-20,Copa del Rey,
1993-01-27,Juventus,Parma,2-1,2,1,1992-93,Coppa Italia,
1993-01-27,Milan,Inter Milan,0-0,0,0,1992-93,Coppa Italia,
1993-01-27,Napoli,Roma,0-0,0,0,1992-93,Coppa Italia,
1993-01-28,Lazio,Torino,2-2,2,2,1992-93,Coppa Italia,
1993-02-09,Roma,Napoli,2-0,2,0,1992-93,Coppa Italia,
1993-02-10,Inter Milan,Milan,0-3,0,3,1992-93,Coppa Italia,
1993-02-10,Parma,Juventus,1-1,1,1,1992-93,Coppa Italia,
1993-02-10,Torino,Lazio,3-2,3,2,1992-93,Coppa Italia,
1993-03-09,Torino,Juventus,1-1,1,1,1992-93,Coppa Italia,
1993-03-10,Roma,Milan,2-0,2,0,1992-93,Coppa Italia,
1993-03-30,Milan,Roma,1-0,1,0,1992-93,Coppa Italia,
1993-03-31,Juventus,Torino,2-2,2,2,1992-93,Coppa Italia,
1993-06-12,Torino,Roma,3-0,3,0,1992-93,Coppa Italia,
1993-06-19,Roma,Torino,5-2,5,2,1992-93,Coppa Italia,
1994-04-06,Ancona,Sampdoria,0-0,0,0,1993-94,Coppa Italia,
1994-04-20,Sampdoria,Ancona,6-1,6,1,1993-94,Coppa Italia,
1995-06-07,Juventus,Parma,1-0,1,0,1994-95,Coppa Italia,
1995-06-11,Parma,Juventus,0-2,0,2,1994-95,Coppa Italia,
1996-05-02,Fiorentina,Atalanta,1-0,1,0,1995-96,Coppa Italia,
1996-05-18,Atalanta,Fiorentina,0-2,0,2,1995-96,Coppa Italia,
1997-05-08,Napoli,Vicenza,1-0,1,0,1996-97,Coppa Italia,
1997-05-29,Vicenza,Napoli,3-0,3,0,1996-97,Coppa Italia,
1998-04-08,Milan,Lazio,1-0,1,0,1997-98,Coppa Italia,
1998-04-29,Lazio,Milan,3-1,3,1,1997-98,Coppa Italia,
1999-04-14,Parma,Fiorentina,1-1,1,1,1998-99,Coppa Italia,
1999-05-05,Fiorentina,Parma,2-2,2,2,1998-99,Coppa Italia,
2000-04-12,Lazio,Internazionale,2-1,2,1,1999-00,Coppa Italia,
2000-05-18,Internazionale,Lazio,0-0,0,0,1999-00,Coppa Italia,
2001-05-24,Parma,Fiorentina,0-1,0,1,2000-01,Coppa Italia,
2001-06-13,Fiorentina,Parma,1-1,1,1,2000-01,Coppa Italia,
2002-04-25,Juventus,Parma,2-1,2,1,2001-02,Coppa Italia,
2002-05-10,Parma,Juventus,1-0,1,0,2001-02,Coppa Italia,
2003-05-20,Roma,Milan,1-4,1,4,2002-03,Coppa Italia,
2003-05-31,Milan,Roma,2-2,2,2,2002-03,Coppa Italia,
2004-03-17,Lazio,Juventus,2-0,2,0,2003-04,Coppa Italia,
2004-05-12,Juventus,Lazio,2-2,2,2,2003-04,Coppa Italia,
2005-06-12,Roma,Internazionale,0-2,0,2,2004-05,Coppa Italia,
2005-06-15,Internazionale,Roma,1-0,1,0,2004-05,Coppa Italia,
2006-05-03,Roma,Internazionale,1-1,1,1,2005-06,Coppa Italia,
2006-05-11,Internazionale,Roma,3-1,3,1,2005-06,Coppa Italia,
2007-05-09,Roma,Internazionale,6-2,6,2,2006-07,Coppa Italia,
2007-05-17,Internazionale,Roma,2-1,2,1,2006-07,Coppa Italia,
2008-05-24,Roma,Internazionale,2-1,2,1,2007-08,Coppa Italia,
2008-08-09,Arezzo,Portogruaro,1-4,1,4,2008-09,Coppa Italia,
2008-08-09,Cesena,Chioggia,3-1,3,1,2008-09,Coppa Italia,
2008-08-09,Cremonese,Reggiana,0-3,0,3,2008-09,Coppa Italia,
2008-08-09,Crotone,Renato Curi,2-0,2,0,2008-09,Coppa Italia,
2008-08-09,Foggia,Barletta,0-2,0,2,2008-09,Coppa Italia,
2008-08-09,Foligno,Pergocrema,3-2,3,2,2008-09,Coppa Italia,
2008-08-09,Gallipoli,Sibilla Flegrea,3-2,3,2,2008-09,Coppa Italia,
2008-08-09,Legnano,Benevento,1-3,1,3,2008-09,Coppa Italia,
2008-08-09,Monza,Celano,1-1,1,1,2008-09,Coppa Italia,Monza
2008-08-09,Novara,Real Marcianise,3-1,3,1,2008-09,Coppa Italia,
2008-08-09,Padova,Pontedera,8-0,8,0,2008-09,Coppa Italia,
2008-08-09,Perugia,Lumezzane,1-0,1,0,2008-09,Coppa Italia,
2008-08-09,Pescara,Mezzocorona,0-2,0,2,2008-09,Coppa Italia,
2008-08-09,Ravenna,Castellarano,5-1,5,1,2008-09,Coppa Italia,
2008-08-09,Sorrento,Castelsardo,3-1,3,1,2008-09,Coppa Italia,
2008-08-10,Cavese,Biellese,3-1,3,1,2008-09,Coppa Italia,
2008-08-10,Pro Sesto,Tritium,2-0,2,0,2008-09,Coppa Italia,
2008-08-10,Taranto,Bassano Virtus,1-2,1,2,2008-09,Coppa Italia,
2008-08-16,AlbinoLeffe,Pescara,2-2,2,2,2008-09,Coppa Italia,AlbinoLeffe
2008-08-16,Bari,Bassano Virtus,2-0,2,0,2008-09,Coppa Italia,
2008-08-16,Parma,Portogruaro,3-2,3,2,2008-09,Coppa Italia,
2008-08-17,Ascoli,Perugia,3-1,3,1,2008-09,Coppa Italia,
2008-08-17,Barletta,Sassuolo,1-3,1,3,2008-09,Coppa Italia,
2008-08-17,Brescia,Foligno,2-1,2,1,2008-09,Coppa Italia,
2008-08-17,Empoli,Ancona,2-0,2,0,2008-09,Coppa Italia,
2008-08-17,Frosinone,Crotone,0-2,0,2,2008-09,Coppa Italia,
2008-08-17,Grosseto,Cavese,4-2,4,2,2008-09,Coppa Italia,
2008-08-17,Livorno,Novara,3-0,3,0,2008-09,Coppa Italia,
2008-08-17,Mantova,Gallipoli,1-0,1,0,2008-09,Coppa Italia,
2008-08-17,Modena,Pro Sesto,1-0,1,0,2008-09,Coppa Italia,
2008-08-17,Piacenza,Padova,0-1,0,1,2008-09,Coppa Italia,
2008-08-17,Pisa,Cittadella,1-2,1,2,2008-09,Coppa Italia,
2008-08-17,Rimini,Ravenna,3-3,3,3,2008-09,Coppa Italia,Ravenna
2008-08-17,Salernitana,Cesena,3-1,3,1,2008-09,Coppa Italia,
2008-08-17,Treviso,Benevento,2-2,2,2,2008-09,Coppa Italia,Benevento
2008-08-17,Triestina,Sorrento,2-1,2,1,2008-09,Coppa Italia,
2008-08-17,Vicenza,Monza,3-0,3,0,2008-09,Coppa Italia,
2008-08-20,Avellino,Reggiana,0-1,0,1,2008-09,Coppa Italia,
2008-08-23,Ascoli,Bari,1-0,1,0,2008-09,Coppa Italia,
2008-08-23,Atalanta,Modena,2-1,2,1,2008-09,Coppa Italia,
2008-08-23,Bologna,Vicenza,2-0,2,0,2008-09,Coppa Italia,
2008-08-23,Cagliari,Triestina,1-0,1,0,2008-09,Coppa Italia,
2008-08-23,Catania,Parma,2-1,2,1,2008-09,Coppa Italia,
2008-08-23,Chievo,Padova,1-2,1,2,2008-09,Coppa Italia,
2008-08-23,Cittadella,Empoli,0-1,0,1,2008-09,Coppa Italia,
2008-08-23,Crotone,Livorno,0-3,0,3,2008-09,Coppa Italia,
2008-08-23,Lazio,Benevento,5-1,5,1,2008-09,Coppa Italia,
2008-08-23,Lecce,Salernitana,0-1,0,1,2008-09,Coppa Italia,
2008-08-23,Palermo,Ravenna,1-2,1,2,2008-09,Coppa Italia,
2008-08-23,Reggina,Grosseto,3-0,3,0,2008-09,Coppa Italia,
2008-08-23,Siena,AlbinoLeffe,4-0,4,0,2008-09,Coppa Italia,
2008-08-23,Torino,Brescia,2-1,2,1,2008-09,Coppa Italia,
2008-08-24,Genoa,Mantova,3-1,3,1,2008-09,Coppa Italia,
2008-08-24,Salernitana,Sassuolo,2-2,2,2,2008-09,Coppa Italia,Salernitana
2008-08-24,Sassuolo,Reggiana,1-0,1,0,2008-09,Coppa Italia,
2008-09-17,Catania,Padova,4-0,4,0,2008-09,Coppa Italia,
2008-09-17,Reggina,Cagliari,4-0,4,0,2008-09,Coppa Italia,
2008-09-17,Siena,Empoli,0-2,0,2,2008-09,Coppa Italia,
2008-10-01,Bologna,Ascoli,1-0,1,0,2008-09,Coppa Italia,
2008-10-01,Lazio,Atalanta,2-0,2,0,2008-09,Coppa Italia,
2008-10-01,Torino,Livorno,3-2,3,2,2008-09,Coppa Italia,
2008-10-02,Genoa,Ravenna,2-1,2,1,2008-09,Coppa Italia,
2008-11-12,Napoli,Salernitana,3-1,3,1,2008-09,Coppa Italia,
2008-11-12,Sampdoria,Empoli,2-1,2,1,2008-09,Coppa Italia,
2008-11-12,Udinese,Reggina,0-0,0,0,2008-09,Coppa Italia,Udinese
2008-12-03,Milan,Lazio,1-2,1,2,2008-09,Coppa Italia,
2008-12-17,Fiorentina,Torino,0-1,0,1,2008-09,Coppa Italia,
2008-12-17,Roma,Bologna,2-0,2,0,2008-09,Coppa Italia,
2009-01-13,Internazionale,Genoa,3-1,3,1,2008-09,Coppa Italia,
2009-01-14,Juventus,Catania,3-0,3,0,2008-09,Coppa Italia,
